317, Unnamed Harbor, 66.3688839, 12.5931954
318, Puerto Pinasco, -22.6480059, -57.841386
319, Unnamed Harbor, 18.4306563, -72.8701901
320, Unnamed Harbor, 64.5280619, 40.5401415
321, Portinho do Canal, 37.7370816, -8.7994538
322, Unnamed Harbor, 53.3098911, -3.7372506
323, Marmaris Albatros Marina, 36.8445419, 28.2846628
324, Porto Cervo, 41.1347167, 9.5326587
325, Halte fluviale de Moret, 48.3773523, 2.8183483
326, 宗方漁港, 34.2026927, 132.9458672
327, Unnamed Harbor, 58.8972101, 13.232674
328, Unnamed Harbor, 68.2529835, 14.2669165
329, Port of Midi, 16.343494, 42.7788073
330, Marina di Vico Equense, 40.6657449, 14.4285237
331, Unnamed Harbor, -17.7512444, -39.2163147
332, 香住東漁港, 35.6518519, 134.6366836
333, Unnamed Harbor, 52.0729601, 10.1384405
334, Unnamed Harbor, 64.7863954, 11.2928645
335, Unnamed Harbor, 28.0433497, -115.18309
336, 中之島港, 29.839978, 129.8493908
337, Osthafen, 49.0111738, 12.1683003
338, Unnamed Harbor, 37.6517113, 12.5840605
339, Gjerdehamna, 62.5028129, 6.0651361
340, Unnamed Harbor, 59.3127082, 4.8850318
341, WSV Numansdorp, 51.7221652, 4.4370991
342, Wasserstraßen- und Schifffahrtsamt Koblenz, 50.3657385, 7.6005657
343, Unnamed Harbor, 47.5837228, -122.3573525
344, Port de Barcelona, 41.3299051, 2.1387733
345, Saalefee, 51.7933201, 11.7304966
346, Kudawella Fishary Habour, 5.9762158, 80.7332479
347, Unnamed Harbor, -23.6470378, -57.4079012
348, Port-Anna, 47.6239637, -2.7788948
349, 加津佐漁港（串崎地区）, 32.6354862, 130.1433567
350, Porto Canale, 37.6512554, 12.5858794
351, Unnamed Harbor, 61.1950239, 4.8079562
352, Puerto España, -27.0430833, -55.4472089
353, Teesport, 54.6297171, -1.1578989
354, Gate C West, 25.7751722, -80.1661384
355, Bernau/Felden, 47.8323286, 12.3827821
356, Marina da Madalena, 38.5345413, -28.5292485
357, Unnamed Harbor, -16.726009, 168.1462559
358, Unnamed Harbor, 14.602057, -61.075748
359, IWT Slowboat, 21.3133767, 95.0566217
360, 小樽港, 43.1990757, 141.0160875
361, Pelabuhan Batu Merah, -3.6779549, 128.1888677
362, Unnamed Harbor, -24.2582685, -57.2006653
363, Unnamed Harbor, 68.6080582, 14.457699
364, 横浜税関本牧埠頭出張所山下事務所, 35.4463871, 139.6568437
365, Dart Marina, 50.3582873, -3.5769939
366, Haapsalu Veskiviigi Sadam, 58.9577574, 23.5279363
367, Puerto Huavillano, -15.7780233, -69.6781016
368, CNSO - Chantier à flot, 48.9663033, 2.0540204
369, Lände Wendelstein, 49.3589681, 11.1435069
370, Puerto Itacaruaré, -27.9181071, -55.2680457
371, Luka Rijeka, 45.3272448, 14.4285408
372, 家島港, 34.6785262, 134.5318985
373, Pelabuhan Penyeberangan Waai, -3.5573154, 128.3259958
374, Unnamed Harbor, 58.9339369, 5.580842
375, 唐津港, 33.4721664, 129.958233
376, Unnamed Harbor, 64.5940578, 10.950272
377, Unnamed Harbor, 60.520722, 5.036808
378, Unnamed Harbor, 56.6605515, 16.3677844
379, ميناء الصليف, 15.3175488, 42.6714134
380, Gare d'eau de Dorignies, 50.3935242, 3.0798059
381, Örnsköldsviks SegelSällskap, 63.2841729, 18.7307914
382, Mevagissey Harbour, 50.269344, -4.7845007
383, Puerto Victoria, -26.3323126, -54.6622116
384, Unnamed Harbor, 62.8866882, 6.809853
385, Puerto Libertad, -25.9165973, -54.6206497
386, Unnamed Harbor, -15.0794791, 168.077
387, Unnamed Harbor, 32.6455317, -16.9056909
388, Unnamed Harbor, -19.0657071, -50.5149784
389, Porto de pasaxes Moaña-Vigo, 42.2754797, -8.7353872
390, Vorhafen, 53.5667087, 8.548966
391, Luka Soline, 45.1509668, 14.6082127
392, ميناء عدن, 12.7948528, 44.9944156
393, Unnamed Harbor, 29.7497657, 122.2568883
394, 横浜税関本関分庁舎, 35.4485718, 139.6429297
395, Regal Pass, 54.3430448, -7.6385021
396, Unnamed Harbor, 64.9451587, 11.4500982
397, Unnamed Harbor, -12.8527259, -38.8427864
398, Unnamed Harbor, 59.1992133, 5.1749652
399, Port de Sóller, 39.7977844, 2.6947283
400, Unnamed Harbor, 40.2949323, 22.1025799
401, Puerto de Cabo San-Juan, 1.152166, 9.3557751
402, Unnamed Harbor, 4.9671431, 8.0781229
403, Port Makumbi, -5.8531766, 20.681347
